,name,price,rating,distance,latitude,longitude,bikes_available
415,Słodka Chmurka Piotr Moroz,1.0,,34,53.024468,18.638258,6
416,"Baalbek sp.j. Cieślewicz A., Poddany J.",2.0,,38,53.024468,18.638258,6
417,Bangkok Wok,2.0,,70,53.024468,18.638258,6
418,Subway,1.0,,94,53.024468,18.638258,6
419,Copernicus Döner Kebap,,,109,53.024468,18.638258,6
420,North Fish,3.0,,144,53.024468,18.638258,6
421,Zapiekarnia,1.0,,64,53.000452,18.613884,5
422,Zapiekanki na dworcu,1.0,,103,53.000452,18.613884,5
423,Spichrz,,,103,53.000452,18.613884,5
424,Budowlani Toruń,,,524,53.000452,18.613884,5
425,La Pablo. FHU. Wiwatowski P.,1.0,,532,53.000452,18.613884,5
426,Folborska Monika Marcello,1.0,,555,53.000452,18.613884,5
427,Start Bar. Bugajski Artur Toruń,2.0,,577,53.000452,18.613884,5
428,Kim Orient,2.0,,674,53.000452,18.613884,5
429,Green Way,2.0,,938,53.000452,18.613884,5
430,Dakat Firma. Dróżdż Teresa Toruń,,,994,53.000452,18.613884,5
431,Oscar apartments,2.0,,228,53.019033,18.518344,7
432,Restaracja Walter,,,433,53.019033,18.518344,7
433,Hotel Walter,,,437,53.019033,18.518344,7
434,"Zakład Handlowo Usługowo Produkcyjny ""WALTER"" Walter Tadeusz",,,447,53.019033,18.518344,7
435,Towimor. Bar,,,474,53.019033,18.518344,7
436,Przystanek Piekus,1.0,,195,52.993479,18.629549,7
437,McDonald's,1.0,,201,52.993479,18.629549,7
438,Dakat Firma. Dróżdż Teresa Toruń,,,322,52.993479,18.629549,7
439,Zajazd Torunski,,,419,52.993479,18.629549,7
440,Wild Bean Cafe,1.0,,522,52.993479,18.629549,7
441,Start Bar. Bugajski Artur Toruń,2.0,,756,52.993479,18.629549,7
442,Kim Orient,2.0,,800,52.993479,18.629549,7
443,Pizzeria Laguna,1.0,,820,52.993479,18.629549,7
444,La Pablo. FHU. Wiwatowski P.,1.0,,874,52.993479,18.629549,7
445,Bar Leśny,,,87,52.993479,18.629549,7
446,Trzy Smaki,,,110,53.04035,18.624286,2
447,Urbański,,,139,53.04035,18.624286,2
448,Graffico. Producent pylonów i witaczy,,,227,53.04035,18.624286,2
449,Mała Gastronomia Galczak Jolanta,1.0,,282,53.04035,18.624286,2
450,Twierdza Torun,,,533,53.04035,18.624286,2
451,Laskowska Rudnicka Violetta Viola Firma handlowo usługowa - Torun,,,559,53.04035,18.624286,2
452,Restauracja Forteczna,2.0,,588,53.04035,18.624286,2
453,Kebabmaniak,,,625,53.04035,18.624286,2
454,Batory,,,626,53.04035,18.624286,2
455,F.H.U Przy Złotej Wyspie Ewelina Fiedorowicz,,,693,53.001641,18.701141,4
456,Restauracja Monte Carlo,1.0,,784,53.001641,18.701141,4
457,Roma. Pizzeria,1.0,,84,53.023772,18.675857,7
458,New York Pizza Department Toruń,1.0,,95,53.023772,18.675857,7
459,Jadło Do Syta,,,101,53.023772,18.675857,7
460,Verdad Sp. z o.o.,,,111,53.023772,18.675857,7
461,Restauracja Jadło Polskie,,,127,53.023772,18.675857,7
462,E-Pizzeria.Pl Krzysztof Pawłowski,1.0,,171,53.023772,18.675857,7
463,Przedsiębiorstwo Handlowo Usługowe Kowalik Maria,1.0,,183,53.023772,18.675857,7
464,Servus Sp. z o.o.,,,206,53.023772,18.675857,7
465,Lawenda,,,160,52.992563,18.600756,8
466,Dynasińska Maria Shangri La,,,179,52.992563,18.600756,8
467,Kęs Dobry,1.0,,281,52.992563,18.600756,8
468,Rafa. Pizzeria,1.0,,691,52.992563,18.600756,8
469,Folborska Monika Marcello,1.0,,691,52.992563,18.600756,8
470,"Restauracja ""PIĄTA KLEPKA"" Agnieszka Borkowska",,,761,52.992563,18.600756,8
471,Yomi S.C. Joanna Sowińska Michalina Bratkowska,,,120,52.992563,18.600756,8
472,Przedsiębiorstwo Handlowo Usługowe Majus Cander Tomasz,,,186,52.992563,18.600756,8
473,Firma Handlowo-Gastronomiczna. Grzebińska Teodozja Toruń,,,365,52.992563,18.600756,8
474,Pensjonat LAZUR,,,429,52.992563,18.600756,8
475,Restauracja Lokomotywa,1.0,,57,53.012702,18.619199,7
476,PIE TOWN Małgorzata Mitręga,,,143,53.017646,18.635777,7
477,"Arkadiusz Owsianik Przedsiębiorstwo Handlowo-Usługowe ""Pizza Drive""",,,215,53.017646,18.635777,7
478,Orient Express,2.0,,457,53.017646,18.635777,7
479,Pensjonat Winnica,,,495,53.017646,18.635777,7
480,Elżbieta. FPH. Bukowska E.,,,594,53.017646,18.635777,7
481,Pub Mokre Kurtyka Mirosława,2.0,,616,53.017646,18.635777,7
482,Byczy Burger,1.0,,737,53.017646,18.635777,7
483,Budzik Coffee,,5.0,370,53.020554,18.570606,9
484,Sklep Bar na Rozdrożu Pudełek Brygida,,5.0,347,53.010124,18.584802,8
485,Gepetto,,5.0,714,53.020554,18.570606,9
486,Mr. Capone,,5.0,373,53.020554,18.570606,9
487,Mr. Capone,,5.0,683,53.014522,18.5616,6
488,Budzik Coffee,,5.0,692,53.014522,18.5616,6
489,Coffeeheaven,,5.0,210,53.014522,18.5616,6
490,Chang-Lin,,5.0,493,53.023772,18.675857,7
491,Chang-Lin,,5.0,756,53.028683,18.692462,6
492,Cukiernia Lenkiewicz,1.0,5.0,818,53.028683,18.692462,6
493,Pieprz i Wanilia,,5.0,1200,53.028683,18.692462,6
494,Fonte,1.0,5.0,995,53.019546,18.623415,4
495,Cukiernia Zyska,2.0,5.0,1064,53.019546,18.623415,4
496,Restauracja Masala,2.0,5.0,1247,53.019546,18.623415,4
497,Dom Sushi,,5.0,1098,53.018852,18.591969,8
498,Fonte,1.0,5.0,183,53.012702,18.619199,7
499,Gepetto,,5.0,880,53.010124,18.584802,8
500,Mr. Capone,,5.0,1223,53.010124,18.584802,8
501,Budzik Coffee,,5.0,1218,53.010124,18.584802,8
502,Coffeeheaven,,5.0,902,53.020554,18.570606,9
503,Budzik Coffee,,5.0,754,53.013617,18.580471,5
504,Gepetto,,5.0,432,53.013617,18.580471,5
505,Muzeum Zabawek i Bajek,,5.0,1198,53.000452,18.613884,5
506,Cukiernia Zyska,2.0,5.0,943,53.021252,18.613106,8
507,Coffeeheaven,,5.0,787,53.01726,18.571075,5
508,Gepetto,,5.0,597,53.01726,18.571075,5
509,Mr. Capone,,5.0,19,53.01726,18.571075,5
510,Budzik Coffee,,5.0,10,53.01726,18.571075,5
511,Casa Bonicatti,,5.0,988,53.000452,18.613884,5
512,Restauracja włoska i pizzeria Napolitano,,5.0,990,53.000452,18.613884,5
513,Cukiernia Lenkiewicz,1.0,5.0,370,53.027043,18.679764,7
514,Mr. Capone,,5.0,759,53.013617,18.580471,5
515,Chang-Lin,,5.0,153,53.027043,18.679764,7
516,Sklep Bar na Rozdrożu Pudełek Brygida,,5.0,1201,53.018989,18.580011,7
517,Mr. Capone,,5.0,647,53.018989,18.580011,7
518,Budzik Coffee,,5.0,638,53.018989,18.580011,7
519,Gepetto,,5.0,165,53.018989,18.580011,7
520,Cukiernia Lenkiewicz,1.0,5.0,461,53.023772,18.675857,7
521,Sklep Bar na Rozdrożu Pudełek Brygida,,5.0,752,53.013617,18.580471,5
522,Sfera Restauracja,,5.0,820,53.010124,18.584802,8
523,Bar Hetmański Fischer Jadwiga,,5.0,1044,53.021725,18.59627,5
524,Gepetto,,5.0,653,53.022897,18.583878,5
525,Mr. Capone,,5.0,1080,53.022897,18.583878,5
526,Budzik Coffee,,5.0,1071,53.022897,18.583878,5
527,Coffeeheaven,,5.0,823,53.013489,18.571125,7
528,Budzik Coffee,,5.0,416,53.013489,18.571125,7
529,Mr. Capone,,5.0,413,53.013489,18.571125,7
530,Gepetto,,5.0,742,53.013489,18.571125,7
531,Stare Metropolis,4.0,4.9,476,53.007485,18.600735,6
532,Stare Metropolis,4.0,4.9,1404,53.018852,18.591969,8
533,Stare Metropolis,4.0,4.9,593,53.013655,18.612899,5
534,Stare Metropolis,4.0,4.9,432,53.009622,18.600228,4
535,Stare Metropolis,4.0,4.9,392,53.011939,18.611414,5
536,Stare Metropolis,4.0,4.9,750,53.015872,18.601638,7
537,Stare Metropolis,4.0,4.9,741,53.012029,18.596202,6
538,Stare Metropolis,4.0,4.9,895,53.012702,18.619199,7
539,Stare Metropolis,4.0,4.9,656,53.015745,18.607203,9
540,Pierogarnia Stary Młyn,2.0,4.8,502,53.007485,18.600735,6
541,Restauracja Po Naszemu Sp. z o.o.,2.0,4.8,331,53.015745,18.607203,9
542,Restauracja Po Naszemu Sp. z o.o.,2.0,4.8,445,53.013655,18.612899,5
543,Cukiernia Lenkiewicz,2.0,4.8,364,53.013655,18.612899,5
544,Cukiernia Lenkiewicz,2.0,4.8,662,53.009622,18.600228,4
545,Cukiernia Lenkiewicz,2.0,4.8,721,53.007485,18.600735,6
546,Restauracja Po Naszemu Sp. z o.o.,2.0,4.8,1201,53.021725,18.59627,5
547,Restauracja Po Naszemu Sp. z o.o.,2.0,4.8,687,53.012029,18.596202,6
548,Cukiernia Lenkiewicz,2.0,4.8,924,53.012029,18.596202,6
549,Cukiernia Lenkiewicz,2.0,4.8,566,53.015745,18.607203,9
550,Restauracja Po Naszemu Sp. z o.o.,2.0,4.8,467,53.015872,18.601638,7
551,Cukiernia Lenkiewicz,2.0,4.8,780,53.015872,18.601638,7
552,Cukiernia Lenkiewicz,2.0,4.8,152,53.011939,18.611414,5
553,Restauracja Po Naszemu Sp. z o.o.,2.0,4.8,1041,53.021252,18.613106,8
554,Cukiernia Lenkiewicz,2.0,4.8,1318,53.019546,18.623415,4
555,Restauracja Po Naszemu Sp. z o.o.,2.0,4.8,348,53.011939,18.611414,5
556,Pierogarnia Stary Młyn,2.0,4.8,367,53.011939,18.611414,5
557,Restauracja Po Naszemu Sp. z o.o.,2.0,4.8,856,53.012702,18.619199,7
558,Restauracja Po Naszemu Sp. z o.o.,2.0,4.8,1176,53.018852,18.591969,8
559,Cukiernia Lenkiewicz,2.0,4.8,653,53.012702,18.619199,7
560,Cafe Lenkiewicz,2.0,4.5,970,53.012702,18.619199,7
561,Presto,,4.5,636,53.031525,18.610275,8
562,Presto,,4.5,795,53.035522,18.599119,5
563,Presto,,4.5,840,53.030117,18.58979,7
564,Presto,,4.5,690,53.024134,18.609268,5
565,Presto,,4.5,516,53.033019,18.599727,3
566,Presto,,4.5,987,53.034691,18.612857,4
567,Cafe Lenkiewicz,2.0,4.5,347,53.009622,18.600228,4
568,Cafe Lenkiewicz,2.0,4.5,465,53.007485,18.600735,6
569,Cafe Lenkiewicz,2.0,4.5,612,53.015872,18.601638,7
570,Ogród Zoobotaniczny,,4.5,770,53.010124,18.584802,8
571,Kona Coast Cafe,1.0,4.5,326,53.009622,18.600228,4
572,Cafe Lenkiewicz,2.0,4.5,572,53.015745,18.607203,9
573,Cafe Lenkiewicz,2.0,4.5,444,53.011939,18.611414,5
574,Cafe Lenkiewicz,2.0,4.5,1255,53.018852,18.591969,8
575,Presto,,4.5,858,53.021725,18.59627,5
576,Kona Coast Cafe,1.0,4.5,1097,53.018852,18.591969,8
577,Presto,,4.5,366,53.025309,18.601746,6
578,Cafe Lenkiewicz,2.0,4.5,609,53.012029,18.596202,6
579,Cafe Lenkiewicz,2.0,4.5,614,53.013655,18.612899,5
580,Pierogarnia Stary Toruń,2.0,4.4,434,53.015745,18.607203,9
581,Pierogarnia Stary Toruń,2.0,4.4,547,53.015872,18.601638,7
582,Pierogarnia Stary Toruń,2.0,4.4,482,53.009622,18.600228,4
583,Pierogarnia Stary Toruń,2.0,4.4,1238,53.018852,18.591969,8
584,Pierogarnia Stary Toruń,2.0,4.4,478,53.013655,18.612899,5
585,Pierogarnia Stary Toruń,2.0,4.4,861,53.012702,18.619199,7
586,Pierogarnia Stary Toruń,2.0,4.4,682,53.012029,18.596202,6
587,Pierogarnia Stary Toruń,2.0,4.4,616,53.007485,18.600735,6
588,Pierogarnia Stary Toruń,2.0,4.4,336,53.011939,18.611414,5
589,Szeroka No. 9,2.0,4.4,270,53.011939,18.611414,5
590,Szeroka No. 9,2.0,4.4,781,53.012702,18.619199,7
591,Oberża,,4.3,1097,53.000452,18.613884,5
592,Chleb i Wino,2.0,4.3,534,53.012029,18.596202,6
593,Coffee & Whisky House,2.0,4.3,814,53.015872,18.601638,7
594,Żywe Muzeum Piernika,,4.3,1088,53.000452,18.613884,5
595,Coffee & Whisky House,2.0,4.3,1145,53.000452,18.613884,5
596,Chleb i Wino,2.0,4.3,580,53.015872,18.601638,7
597,Coffee & Whisky House,2.0,4.3,223,53.007485,18.600735,6
598,Chleb i Wino,2.0,4.3,1198,53.018852,18.591969,8
599,Chleb i Wino,2.0,4.3,430,53.007485,18.600735,6
600,Chleb i Wino,2.0,4.3,587,53.015745,18.607203,9
601,Oberża,,4.3,306,53.007485,18.600735,6
602,Chleb i Wino,2.0,4.3,283,53.009622,18.600228,4
603,Coffee & Whisky House,2.0,4.3,243,53.009622,18.600228,4
604,Coffee & Whisky House,2.0,4.3,615,53.012029,18.596202,6
605,Pizzeria Piccolo,1.0,4.0,1278,53.021725,18.59627,5
606,Cafe Molus,1.0,4.0,988,53.021725,18.59627,5
607,Azzurro,,4.0,798,53.010124,18.584802,8
608,Pizzeria Piccolo,1.0,4.0,343,53.015745,18.607203,9
609,Coffee2Go,,4.0,557,52.99555,18.616924,8
610,Czarny Tulipan,,4.0,362,53.010124,18.584802,8
611,Eragon,,4.0,620,53.021725,18.59627,5
612,Pizzeria Piccolo,1.0,4.0,799,53.012029,18.596202,6
613,Cafe Molus,1.0,4.0,986,53.022897,18.583878,5
614,Eragon,,4.0,508,53.021252,18.613106,8
615,Jadłostacja,,4.0,63,53.042366,18.580832,7
616,Karczma Gęsia Szyja,2.0,4.0,809,53.012702,18.619199,7
617,La Grande,,4.0,881,53.041102,18.598109,4
618,Karczma Gęsia Szyja,2.0,4.0,511,53.015745,18.607203,9
619,Pizzeria Piccolo,1.0,4.0,1008,53.021252,18.613106,8
620,Czarny Tulipan,,4.0,871,53.01726,18.571075,5
621,Restauracja Luizjana,2.0,4.0,1031,53.000452,18.613884,5
622,Eragon,,4.0,412,53.024134,18.609268,5
623,Azzurro,,4.0,278,53.013489,18.571125,7
624,Azzurro,,4.0,425,53.01726,18.571075,5
625,La Grande,,4.0,1367,53.042366,18.580832,7
626,Coffee2Go,,4.0,79,53.000452,18.613884,5
627,La Grande,,4.0,328,53.033019,18.599727,3
628,La Grande,,4.0,1012,53.025309,18.601746,6
629,Czarny Tulipan,,4.0,627,53.013489,18.571125,7
630,North Fish,,4.0,914,53.017646,18.635777,7
631,Central Coffee Perks,1.0,4.0,1367,53.019546,18.623415,4
632,Karczma Gęsia Szyja,2.0,4.0,462,53.013655,18.612899,5
633,Wabi Navi,,4.0,1324,53.019546,18.623415,4
634,North Fish,,4.0,1127,53.019546,18.623415,4
635,Coffee2Go,,4.0,1298,52.992563,18.600756,8
636,Eragon,,4.0,521,53.025309,18.601746,6
637,Pizzeria Piccolo,1.0,4.0,338,53.013655,18.612899,5
638,Cafe Molus,1.0,4.0,847,53.025309,18.601746,6
639,Azzurro,,4.0,901,53.014522,18.5616,6
640,North Fish,,4.0,189,53.024468,18.638258,6
641,Azzurro,,4.0,758,53.020554,18.570606,9
642,Czarny Tulipan,,4.0,239,53.013617,18.580471,5
643,Eragon,,4.0,881,53.023882,18.61791,9
644,Pizzeria Piccolo,1.0,4.0,742,53.012702,18.619199,7
645,Azzurro,,4.0,368,53.013617,18.580471,5
646,Azzurro,,4.0,619,53.018989,18.580011,7
647,La Grande,,4.0,368,53.035522,18.599119,5
648,Pizzeria Piccolo,1.0,4.0,237,53.011939,18.611414,5
649,Pizzeria Piccolo,1.0,4.0,557,53.015872,18.601638,7
650,Bar Mleczny Małgośka,1.0,4.0,1316,53.018852,18.591969,8
651,Karczma Gęsia Szyja,2.0,4.0,283,53.011939,18.611414,5
652,Cafe Molus,1.0,4.0,155,53.030117,18.58979,7
653,La Grande,,4.0,499,53.030117,18.58979,7
654,Cafe Molus,1.0,4.0,595,53.033019,18.599727,3
655,Cafe Molus,1.0,4.0,750,53.035522,18.599119,5
656,North Fish,,4.0,175,53.025994,18.633996,8
657,Azzurro,,4.0,1124,53.022897,18.583878,5
658,Jadłostacja,,4.0,842,53.049682,18.578734,7
659,Coffee2Go,,4.0,1239,52.993479,18.629549,7
660,Czarny Tulipan,,4.0,833,53.018989,18.580011,7
661,Browar Staromiejski Jan Olbracht,2.0,3.8,534,53.015745,18.607203,9
662,Manekin,1.0,3.8,717,53.007485,18.600735,6
663,Browar Staromiejski Jan Olbracht,2.0,3.8,398,53.011939,18.611414,5
664,Browar Staromiejski Jan Olbracht,2.0,3.8,925,53.012702,18.619199,7
665,Browar Staromiejski Jan Olbracht,2.0,3.8,513,53.007485,18.600735,6
666,Manekin,1.0,3.8,624,53.015745,18.607203,9
667,Browar Staromiejski Jan Olbracht,2.0,3.8,601,53.015872,18.601638,7
668,Manekin,1.0,3.8,999,53.010124,18.584802,8
669,Browar Staromiejski Jan Olbracht,2.0,3.8,565,53.013655,18.612899,5
670,Manekin,1.0,3.8,710,53.018852,18.591969,8
671,Manekin,1.0,3.8,967,53.013655,18.612899,5
672,Browar Staromiejski Jan Olbracht,2.0,3.8,1262,53.018852,18.591969,8
673,Manekin,1.0,3.8,1284,53.021252,18.613106,8
674,Browar Staromiejski Jan Olbracht,2.0,3.8,641,53.012029,18.596202,6
675,Manekin,1.0,3.8,315,53.015872,18.601638,7
676,Manekin,1.0,3.8,478,53.009622,18.600228,4
677,Manekin,1.0,3.8,894,53.021725,18.59627,5
678,Browar Staromiejski Jan Olbracht,2.0,3.8,395,53.009622,18.600228,4
679,Manekin,1.0,3.8,246,53.012029,18.596202,6
680,Kadr,2.0,3.7,1058,53.000452,18.613884,5
681,Cube Cafe,,3.5,1093,53.027043,18.679764,7
682,Cube Cafe,,3.5,634,53.028683,18.692462,6
683,Spaghetteria Pasta,1.0,3.4,235,53.009622,18.600228,4
684,Mediterian,,3.3,1012,53.031525,18.610275,8
685,Mediterian,,3.3,957,53.025994,18.633996,8
686,Mediterian,,3.3,149,53.023882,18.61791,9
687,Loft79,3.0,3.3,978,53.019546,18.623415,4
688,Mediterian,,3.3,598,53.019546,18.623415,4
689,Restauracja Pueblo,,3.3,1037,53.000452,18.613884,5
690,Mediterian,,3.3,712,53.024134,18.609268,5
691,Loft79,3.0,3.3,167,53.013655,18.612899,5
692,Loft79,3.0,3.3,735,53.021252,18.613106,8
693,Mediterian,,3.3,580,53.021252,18.613106,8
694,Loft79,3.0,3.3,1263,53.021725,18.59627,5
695,Cukiernia Sowa,,3.0,1161,53.029537,18.653436,7
696,AS,,3.0,106,52.99555,18.616924,8
697,Bar Klif,1.0,3.0,938,53.034691,18.612857,4
698,Cukiernia Sowa,,3.0,373,53.025994,18.633996,8
699,Grycan,,3.0,292,53.025994,18.633996,8
700,Bar Klif,1.0,3.0,782,53.030117,18.58979,7
701,Cukiernia Sowa,,3.0,742,53.017646,18.635777,7
702,Cukiernia Sowa,,3.0,46,53.024468,18.638258,6
703,Grycan,,3.0,734,53.017646,18.635777,7
704,Bar Klif,1.0,3.0,725,53.041102,18.598109,4
705,Grycan,,3.0,76,53.024468,18.638258,6
706,Bar Klif,1.0,3.0,105,53.035522,18.599119,5
707,Bar Klif,1.0,3.0,184,53.033019,18.599727,3
708,Bar Klif,1.0,3.0,838,53.031525,18.610275,8
709,AS,,3.0,782,52.993479,18.629549,7
710,Pizzeria Da Grasso,3.0,2.5,1114,53.019546,18.623415,4
711,Pizzeria Da Grasso,3.0,2.5,968,53.021252,18.613106,8
712,New York's Pizza,,2.0,999,53.010124,18.584802,8
713,Saj Gon,1.0,2.0,912,53.017646,18.635777,7
714,Saj Gon,1.0,2.0,170,53.024468,18.638258,6
715,New York's Pizza,,2.0,894,53.021725,18.59627,5
716,Firma Handlowo Usługowa Apollo Pyskło Piotr,2.0,2.0,63,53.042366,18.580832,7
717,Pub Duet,2.0,2.0,22,53.042366,18.580832,7
718,Bar Panda,1.0,2.0,937,53.013617,18.580471,5
719,Saj Gon,1.0,2.0,204,53.025994,18.633996,8
720,Firma Handlowo Usługowa Apollo Pyskło Piotr,2.0,2.0,761,53.049682,18.578734,7
721,Bar Panda,1.0,2.0,1255,53.018989,18.580011,7
722,Pub Duet,2.0,2.0,818,53.049682,18.578734,7
723,Pizzeria Goya,,1.0,305,53.024134,18.609268,5
724,Pizzeria Goya,,1.0,833,53.023882,18.61791,9
725,Nice Kebab,2.0,1.0,79,53.042366,18.580832,7
726,Pizzeria Goya,,1.0,634,53.021725,18.59627,5
727,Pizzeria Goya,,1.0,513,53.021252,18.613106,8
728,Royal India,4.0,1.0,1044,53.021252,18.613106,8
729,Nice Kebab,2.0,1.0,881,53.049682,18.578734,7
730,Pizzeria Goya,,1.0,414,53.025309,18.601746,6
