name,price,rating,distance,category.plural,category.name
Widelec,2.0,8.4,440,BBQ Joints,BBQ
Manekin,,8.4,833,Restaurants,Restaurant
Widelec,2.0,8.4,578,Bars,Bar
Widelec,2.0,8.4,578,BBQ Joints,BBQ
Widelec,2.0,8.4,578,Bistros,Bistro
Apartamenty Monka,,8.4,834,Bistros,Bistro
Manekin,,8.4,578,Restaurants,Restaurant
Widelec,2.0,8.4,893,BBQ Joints,BBQ
Manekin,,8.4,708,Restaurants,Restaurant
Apartamenty Monka,,8.4,901,Bistros,Bistro
Apartamenty Monka,,8.4,211,Bistros,Bistro
Bread House Cafe,1.0,8.4,852,Coffee Shops,Coffee Shop
Bread House Cafe,1.0,8.4,852,Bakeries,Bakery
Bread House Cafe,1.0,8.4,283,Restaurants,Restaurant
Bread House Cafe,1.0,8.4,283,Coffee Shops,Coffee Shop
Bread House Cafe,1.0,8.4,283,Bakeries,Bakery
Manekin,,8.4,302,Restaurants,Restaurant
Manekin,,8.4,302,Creperies,Creperie
Widelec,2.0,8.4,893,Bars,Bar
Apartamenty Monka,,8.4,162,Bistros,Bistro
Manekin,,8.4,662,Restaurants,Restaurant
Manekin,,8.4,662,Creperies,Creperie
Bread House Cafe,1.0,8.4,106,Bakeries,Bakery
Bread House Cafe,1.0,8.4,106,Coffee Shops,Coffee Shop
Widelec,2.0,8.4,730,Bistros,Bistro
Bread House Cafe,1.0,8.4,852,Restaurants,Restaurant
Manekin,,8.4,708,Creperies,Creperie
Bread House Cafe,1.0,8.4,684,Bakeries,Bakery
Manekin,,8.4,790,Restaurants,Restaurant
Manekin,,8.4,578,Creperies,Creperie
Widelec,2.0,8.4,655,Bistros,Bistro
Manekin,,8.4,790,Creperies,Creperie
Widelec,2.0,8.4,655,BBQ Joints,BBQ
Widelec,2.0,8.4,655,Bars,Bar
Manekin,,8.4,379,Creperies,Creperie
Apartamenty Monka,,8.4,707,Bistros,Bistro
Manekin,,8.4,379,Restaurants,Restaurant
Bread House Cafe,1.0,8.4,684,Coffee Shops,Coffee Shop
Widelec,2.0,8.4,730,Bars,Bar
Widelec,2.0,8.4,730,BBQ Joints,BBQ
Bread House Cafe,1.0,8.4,684,Restaurants,Restaurant
Bread House Cafe,1.0,8.4,106,Restaurants,Restaurant
Pierogarnia Stary Toruń,1.0,8.1,545,Polish Restaurants,Polish
Pierogarnia Stary Toruń,1.0,8.1,545,Dumpling Restaurants,Dumplings
Pierogarnia Stary Młyn,1.0,8.1,498,Dumpling Restaurants,Dumplings
Pierogarnia Stary Młyn,1.0,8.1,498,Polish Restaurants,Polish
Pierogarnia Stary Toruń,1.0,8.1,631,Polish Restaurants,Polish
Pierogarnia Stary Młyn,1.0,8.1,749,Dumpling Restaurants,Dumplings
Pierogarnia Stary Młyn,1.0,8.1,749,Polish Restaurants,Polish
Pierogarnia Stary Toruń,1.0,8.1,631,Dumpling Restaurants,Dumplings
Pierogarnia Stary Toruń,1.0,8.1,849,Dumpling Restaurants,Dumplings
Pierogarnia Stary Młyn,1.0,8.1,452,Dumpling Restaurants,Dumplings
Pierogarnia Stary Młyn,1.0,8.1,452,Polish Restaurants,Polish
Pierogarnia Stary Toruń,1.0,8.1,324,Dumpling Restaurants,Dumplings
Pierogarnia Stary Młyn,1.0,8.1,645,Polish Restaurants,Polish
Pierogarnia Stary Młyn,1.0,8.1,645,Dumpling Restaurants,Dumplings
Pierogarnia Stary Młyn,1.0,8.1,370,Dumpling Restaurants,Dumplings
Pierogarnia Stary Młyn,1.0,8.1,370,Polish Restaurants,Polish
Pierogarnia Stary Toruń,1.0,8.1,423,Polish Restaurants,Polish
Pierogarnia Stary Toruń,1.0,8.1,423,Dumpling Restaurants,Dumplings
Pierogarnia Stary Młyn,1.0,8.1,572,Polish Restaurants,Polish
Pierogarnia Stary Młyn,1.0,8.1,756,Polish Restaurants,Polish
Pierogarnia Stary Młyn,1.0,8.1,756,Dumpling Restaurants,Dumplings
Pierogarnia Stary Toruń,1.0,8.1,692,Polish Restaurants,Polish
Pierogarnia Stary Toruń,1.0,8.1,692,Dumpling Restaurants,Dumplings
Pierogarnia Stary Młyn,1.0,8.1,572,Dumpling Restaurants,Dumplings
Pierogarnia Stary Toruń,1.0,8.1,464,Polish Restaurants,Polish
Pierogarnia Stary Toruń,1.0,8.1,464,Dumpling Restaurants,Dumplings
Pierogarnia Stary Toruń,1.0,8.1,849,Polish Restaurants,Polish
Pierogarnia Stary Młyn,1.0,8.1,873,Dumpling Restaurants,Dumplings
Pierogarnia Stary Młyn,1.0,8.1,873,Polish Restaurants,Polish
Pierogarnia Stary Toruń,1.0,8.1,496,Polish Restaurants,Polish
Pierogarnia Stary Toruń,1.0,8.1,496,Dumpling Restaurants,Dumplings
Pierogarnia Stary Toruń,1.0,8.1,324,Polish Restaurants,Polish
Montenegro,1.0,8.0,843,Pizzerias,Pizza
Montenegro,1.0,8.0,670,Pizzerias,Pizza
Montenegro,1.0,8.0,746,Pizzerias,Pizza
Montenegro,1.0,8.0,860,Pizzerias,Pizza
Montenegro,1.0,8.0,215,Pizzerias,Pizza
Montenegro,1.0,8.0,877,Pizzerias,Pizza
Jan Olbracht Browar Staromiejski,2.0,7.8,915,Restaurants,Restaurant
Jan Olbracht Browar Staromiejski,2.0,7.8,525,Restaurants,Restaurant
Jan Olbracht Browar Staromiejski,2.0,7.8,648,Restaurants,Restaurant
Jan Olbracht Browar Staromiejski,2.0,7.8,523,Bars,Bar
Jan Olbracht Browar Staromiejski,2.0,7.8,523,Breweries,Brewery
Jan Olbracht Browar Staromiejski,2.0,7.8,523,Restaurants,Restaurant
Jan Olbracht Browar Staromiejski,2.0,7.8,405,Bars,Bar
Jan Olbracht Browar Staromiejski,2.0,7.8,598,Restaurants,Restaurant
Jan Olbracht Browar Staromiejski,2.0,7.8,598,Breweries,Brewery
Jan Olbracht Browar Staromiejski,2.0,7.8,598,Bars,Bar
Jan Olbracht Browar Staromiejski,2.0,7.8,648,Bars,Bar
Jan Olbracht Browar Staromiejski,2.0,7.8,525,Breweries,Brewery
Jan Olbracht Browar Staromiejski,2.0,7.8,525,Bars,Bar
Jan Olbracht Browar Staromiejski,2.0,7.8,555,Breweries,Brewery
Jan Olbracht Browar Staromiejski,2.0,7.8,555,Restaurants,Restaurant
Jan Olbracht Browar Staromiejski,2.0,7.8,915,Breweries,Brewery
Jan Olbracht Browar Staromiejski,2.0,7.8,915,Bars,Bar
Jan Olbracht Browar Staromiejski,2.0,7.8,405,Breweries,Brewery
Jan Olbracht Browar Staromiejski,2.0,7.8,405,Restaurants,Restaurant
Jan Olbracht Browar Staromiejski,2.0,7.8,555,Bars,Bar
Jan Olbracht Browar Staromiejski,2.0,7.8,648,Breweries,Brewery
Jan Olbracht Browar Staromiejski,2.0,7.8,388,Restaurants,Restaurant
Jan Olbracht Browar Staromiejski,2.0,7.8,388,Breweries,Brewery
Jan Olbracht Browar Staromiejski,2.0,7.8,388,Bars,Bar
Weranda Chełmińska,2.0,7.5,343,Italian Restaurants,Italian
Weranda Chełmińska,2.0,7.5,343,Pizzerias,Pizza
Weranda Chełmińska,2.0,7.5,705,Pizzerias,Pizza
Weranda Chełmińska,2.0,7.5,930,Italian Restaurants,Italian
Weranda Chełmińska,2.0,7.5,686,Italian Restaurants,Italian
Weranda Chełmińska,2.0,7.5,710,Pizzerias,Pizza
Weranda Chełmińska,2.0,7.5,710,Italian Restaurants,Italian
Weranda Chełmińska,2.0,7.5,930,Pizzerias,Pizza
Weranda Chełmińska,2.0,7.5,705,Italian Restaurants,Italian
Weranda Chełmińska,2.0,7.5,686,Pizzerias,Pizza
Weranda Chełmińska,2.0,7.5,842,Pizzerias,Pizza
